id,retweet_count,favorite_count
667470559035432960,90,245
667455448082227200,56,183
667453023279554560,84,298
667443425659232256,547,748
667437278097252352,225,431
667435689202614272,82,297
667405339315146752,213,448
667393430834667520,52,187
667369227918143488,153,351
667211855547486208,227,465
667200525029539841,247,587
667192066997374976,93,368
667188689915760640,379,714
667182792070062081,5847,13640
667177989038297088,51,184
667176164155375616,433,582
667174963120574464,74,234
667171260800061440,79,211
667165590075940865,1068,2567
667160273090932737,60,247
667152164079423490,16046,45493
667138269671505920,2067,4362
667119796878725120,123,318
667090893657276420,118,317
667073648344346624,112,379
667070482143944705,14,80
667065535570550784,42,161
667062181243039745,49,210
667044094246576128,46,175
667012601033924608,211,428
666996132027977728,84,231
666983947667116034,927,2421
666837028449972224,522,768
666835007768551424,77,201
666826780179869698,88,243
666817836334096384,236,490
666804364988780544,85,221
666786068205871104,456,717
666781792255496192,179,365
666776908487630848,161,331
666739327293083650,62,222
666701168228331520,206,407
666691418707132416,45,176
666649482315059201,582,1062
666644823164719104,76,221
666454714377183233,199,489
666447344410484738,18,98
666437273139982337,42,117
666435652385423360,47,159
666430724426358785,177,299
666428276349472768,77,156
666421158376562688,105,300
666418789513326592,42,115
666411507551481857,298,414
666407126856765440,32,100
666396247373291520,75,158
666373753744588802,83,173
666362758909284353,518,724
666353288456101888,66,198
666345417576210432,128,275
666337882303524864,83,181
666293911632134144,318,466
666287406224695296,61,136
666273097616637952,70,161
666268910803644416,32,96
666104133288665088,5979,13622
666102155909144576,11,70
666099513787052032,60,143
666094000022159362,66,154
666082916733198337,41,103
666073100786774016,146,297
666071193221509120,53,136
666063827256086533,197,448
666058600524156928,53,105
666057090499244032,126,269
666055525042405380,220,408
666051853826850816,776,1124
666050758794694657,51,124
666049248165822465,40,96
666044226329800704,131,272
666033412701032449,41,112
666029285002620928,42,121
666020888022790149,460,2412
